kind,similarity,question_id_a,bridge_a,question_id_b,bridge_b,question_text,question_text_b
exact,1,Q_DIG_001_010_v2,LIFESTYLE_PRESSURE,Q_DIG_001_010_v3,LIFESTYLE_PRESSURE,"Compared to last year, how much more dependent do you feel on digital devices for entertainment?",
exact,1,Q_DIG_001_011_v2,LIFESTYLE_PRESSURE,Q_DIG_001_011_v3,LIFESTYLE_PRESSURE,How often do you start studying with your phone nearby and get distracted within minutes?,
exact,1,Q_DIG_001_012_v2,LIFESTYLE_PRESSURE,Q_DIG_001_012_v3,LIFESTYLE_PRESSURE,How often do you check your phone without a specific reason while studying?,
exact,1,Q_DIG_001_013_v2,LIFESTYLE_PRESSURE,Q_DIG_001_013_v3,LIFESTYLE_PRESSURE,"During study sessions, how focused are you without thinking about social media or entertainment?",
exact,1,Q_DIG_001_014_v2,LIFESTYLE_PRESSURE,Q_DIG_001_014_v3,LIFESTYLE_PRESSURE,"How likely are you to postpone studying because of digital entertainment (videos, reels, games)?",
exact,1,Q_DIG_001_015_v2,LIFESTYLE_PRESSURE,Q_DIG_001_015_v3,LIFESTYLE_PRESSURE,How often do you feel that your study efficiency is reduced due to multitasking with digital devices?,
exact,1,Q_DIG_001_016_v2,LIFESTYLE_PRESSURE,Q_DIG_001_016_v3,LIFESTYLE_PRESSURE,"When you intentionally avoid digital distractions, how effectively can you maintain focus on learning?",
exact,1,Q_DIG_001_017_v2,LIFESTYLE_PRESSURE,Q_DIG_001_017_v3,LIFESTYLE_PRESSURE,How often do you use strategies (like app limits or study mode) to control digital distractions?,
exact,1,Q_DIG_001_018_v2,LIFESTYLE_PRESSURE,Q_DIG_001_018_v3,LIFESTYLE_PRESSURE,How often do you lose track of time while using social media or watching videos?,
exact,1,Q_DIG_001_019_v2,LIFESTYLE_PRESSURE,Q_DIG_001_019_v3,LIFESTYLE_PRESSURE,"After reducing screen time successfully, how motivated do you feel to continue focused studying?",
exact,1,Q_DIG_001_020_v2,LIFESTYLE_PRESSURE,Q_DIG_001_020_v3,LIFESTYLE_PRESSURE,How confident are you that you can build strong focus habits despite digital distractions?,
exact,1,Q_DIG_001_021_v2,LIFESTYLE_PRESSURE,Q_DIG_001_021_v3,LIFESTYLE_PRESSURE,How ready are you to reduce unnecessary screen time to improve your learning performance?,
exact,1,Q_DIG_001_022_v2,LIFESTYLE_PRESSURE,Q_DIG_001_022_v3,LIFESTYLE_PRESSURE,"If given guidance, how willing are you to follow a structured digital detox or focus plan?",
exact,1,Q_DIG_001_023_v2,LIFESTYLE_PRESSURE,Q_DIG_001_023_v3,LIFESTYLE_PRESSURE,How strongly do you believe that digital discipline directly improves academic performance?,
exact,1,Q_DIG_001_024_v2,LIFESTYLE_PRESSURE,Q_DIG_001_024_v3,LIFESTYLE_PRESSURE,"If you set a rule to limit phone usage during study time, how likely are you to follow it consistently?",
exact,1,Q_DIG_001_025_v2,LIFESTYLE_PRESSURE,Q_DIG_001_025_v3,LIFESTYLE_PRESSURE,"Even if digital distractions affect you now, how confident are you that you can overcome them and improve your learning habits?",
exact,1,Q_RES_001_001_v2,EMOTIONAL_RECOVERY,Q_RES_001_001_v3,EMOTIONAL_RECOVERY,"When competition increases, how stable do you feel emotionally?",
exact,1,Q_RES_001_002_v2,EMOTIONAL_RECOVERY,Q_RES_001_002_v3,EMOTIONAL_RECOVERY,"During exams or placements, how quickly do you feel overwhelmed?",
exact,1,Q_RES_001_003_v2,EMOTIONAL_RECOVERY,Q_RES_001_003_v3,EMOTIONAL_RECOVERY,"When others outperform you, how difficult is it to stay motivated?",
exact,1,Q_RES_001_004_v2,EMOTIONAL_RECOVERY,Q_RES_001_004_v3,EMOTIONAL_RECOVERY,Do setbacks in competition make you lose confidence for long periods?,
exact,1,Q_RES_001_005_v2,EMOTIONAL_RECOVERY,Q_RES_001_005_v3,EMOTIONAL_RECOVERY,How confident are you about recovering after a poor performance?,
exact,1,Q_RES_001_006_v2,EMOTIONAL_RECOVERY,Q_RES_001_006_v3,EMOTIONAL_RECOVERY,How stressful do competitive situations feel to you?,
exact,1,Q_RES_001_007_v2,EMOTIONAL_RECOVERY,Q_RES_001_007_v3,EMOTIONAL_RECOVERY,How often do you avoid challenges because of fear of failure?,
exact,1,Q_RES_001_008_v2,EMOTIONAL_RECOVERY,Q_RES_001_008_v3,EMOTIONAL_RECOVERY,"When tasks become difficult, how likely are you to give up early?",
exact,1,Q_RES_001_009_v2,EMOTIONAL_RECOVERY,Q_RES_001_009_v3,EMOTIONAL_RECOVERY,How effectively can you recover after a bad exam or interview?,
exact,1,Q_RES_001_010_v2,EMOTIONAL_RECOVERY,Q_RES_001_010_v3,EMOTIONAL_RECOVERY,"After failure, how long do you stay demotivated?",
exact,1,Q_RES_001_011_v2,EMOTIONAL_RECOVERY,Q_RES_001_011_v3,EMOTIONAL_RECOVERY,"In competitive environments, how confident are you in your abilities?",
exact,1,Q_RES_001_012_v2,EMOTIONAL_RECOVERY,Q_RES_001_012_v3,EMOTIONAL_RECOVERY,How often do you compare yourself negatively with peers?,
exact,1,Q_RES_001_013_v2,EMOTIONAL_RECOVERY,Q_RES_001_013_v3,EMOTIONAL_RECOVERY,Do you feel anxious before competitive evaluations?,
exact,1,Q_RES_001_014_v2,EMOTIONAL_RECOVERY,Q_RES_001_014_v3,EMOTIONAL_RECOVERY,"In group competition, how comfortable are you performing under observation?",
exact,1,Q_RES_001_015_v2,EMOTIONAL_RECOVERY,Q_RES_001_015_v3,EMOTIONAL_RECOVERY,"When stressed, how often do you actively try to improve instead of quitting?",
exact,1,Q_RES_001_016_v2,EMOTIONAL_RECOVERY,Q_RES_001_016_v3,EMOTIONAL_RECOVERY,How easily do negative thoughts take over during competition?,
exact,1,Q_RES_001_017_v2,EMOTIONAL_RECOVERY,Q_RES_001_017_v3,EMOTIONAL_RECOVERY,Do you bounce back quickly after failure?,
exact,1,Q_RES_001_018_v2,EMOTIONAL_RECOVERY,Q_RES_001_018_v3,EMOTIONAL_RECOVERY,How willing are you to face difficult competitive situations again after failure?,
exact,1,Q_RES_001_019_v2,EMOTIONAL_RECOVERY,Q_RES_001_019_v3,EMOTIONAL_RECOVERY,"After setbacks, how supported do you feel emotionally?",
exact,1,Q_RES_001_020_v2,EMOTIONAL_RECOVERY,Q_RES_001_020_v3,EMOTIONAL_RECOVERY,"Even after failure, how confident are you that you will succeed eventually?",
exact,1,Q_RES_001_021_v2,EMOTIONAL_RECOVERY,Q_RES_001_021_v3,EMOTIONAL_RECOVERY,How ready are you to handle repeated failures in competitive environments?,
exact,1,Q_RES_001_022_v2,EMOTIONAL_RECOVERY,Q_RES_001_022_v3,EMOTIONAL_RECOVERY,Do you stop trying after one or two failures?,
exact,1,Q_RES_001_023_v2,EMOTIONAL_RECOVERY,Q_RES_001_023_v3,EMOTIONAL_RECOVERY,How quickly can you regain focus after disappointment?,
exact,1,Q_RES_001_024_v2,EMOTIONAL_RECOVERY,Q_RES_001_024_v3,EMOTIONAL_RECOVERY,Do you believe competition helps you grow or makes you weaker?,
exact,1,Q_MOT_001_001_v2,MOTIVATION_VALUES,Q_MOT_001_001_v3,MOTIVATION_VALUES,How consistently are you able to stay motivated throughout an entire semester?,
exact,1,Q_MOT_001_002_v2,MOTIVATION_VALUES,Q_MOT_001_002_v3,MOTIVATION_VALUES,"At the start of a semester vs end, how much does your motivation usually change?",
exact,1,Q_MOT_001_003_v2,MOTIVATION_VALUES,Q_MOT_001_003_v3,MOTIVATION_VALUES,"Compared to your peers, how stable is your study motivation over time?",
exact,1,Q_MOT_001_004_v2,MOTIVATION_VALUES,Q_MOT_001_004_v3,MOTIVATION_VALUES,Do you feel your motivation drops after initial excitement in a course?,
exact,1,Q_MOT_001_005_v2,MOTIVATION_VALUES,Q_MOT_001_005_v3,MOTIVATION_VALUES,How easy is it for you to stay focused on long-term academic goals?,
exact,1,Q_MOT_001_006_v2,MOTIVATION_VALUES,Q_MOT_001_006_v3,MOTIVATION_VALUES,How often do you feel tired of studying midway through a semester?,
exact,1,Q_MOT_001_007_v2,MOTIVATION_VALUES,Q_MOT_001_007_v3,MOTIVATION_VALUES,How often does burnout affect your academic performance?,
exact,1,Q_MOT_001_008_v2,MOTIVATION_VALUES,Q_MOT_001_008_v3,MOTIVATION_VALUES,How much do deadlines influence your motivation compared to self-driven interest?,
exact,1,Q_MOT_001_009_v2,MOTIVATION_VALUES,Q_MOT_001_009_v3,MOTIVATION_VALUES,How often do you feel consistent effort is difficult to maintain over months?,
exact,1,Q_MOT_001_010_v2,MOTIVATION_VALUES,Q_MOT_001_010_v3,MOTIVATION_VALUES,"During long projects, how often do you lose interest before completion?",
exact,1,Q_MOT_001_011_v2,MOTIVATION_VALUES,Q_MOT_001_011_v3,MOTIVATION_VALUES,How often do you postpone studying until exams approach?,
exact,1,Q_MOT_001_012_v2,MOTIVATION_VALUES,Q_MOT_001_012_v3,MOTIVATION_VALUES,How often do you start strong but slow down after a few weeks?,
exact,1,Q_MOT_001_013_v2,MOTIVATION_VALUES,Q_MOT_001_013_v3,MOTIVATION_VALUES,How motivated are you during mid-semester compared to beginning?,
exact,1,Q_MOT_001_014_v2,MOTIVATION_VALUES,Q_MOT_001_014_v3,MOTIVATION_VALUES,How influenced is your motivation by seeing others perform better over time?,
exact,1,Q_MOT_001_015_v2,MOTIVATION_VALUES,Q_MOT_001_015_v3,MOTIVATION_VALUES,How often do you feel demotivated after receiving average academic results?,
exact,1,Q_MOT_001_016_v2,MOTIVATION_VALUES,Q_MOT_001_016_v3,MOTIVATION_VALUES,"When motivation drops, how effectively can you regain focus?",
exact,1,Q_MOT_001_017_v2,MOTIVATION_VALUES,Q_MOT_001_017_v3,MOTIVATION_VALUES,How often do you create new study plans when motivation declines?,
exact,1,Q_MOT_001_018_v2,MOTIVATION_VALUES,Q_MOT_001_018_v3,MOTIVATION_VALUES,Do you continue studying even when you feel bored or tired?,
exact,1,Q_MOT_001_019_v2,MOTIVATION_VALUES,Q_MOT_001_019_v3,MOTIVATION_VALUES,"After a break, how easily do you return to consistent study habits?",
exact,1,Q_MOT_001_020_v2,MOTIVATION_VALUES,Q_MOT_001_020_v3,MOTIVATION_VALUES,How confident are you that you can stay motivated throughout your degree?,
exact,1,Q_MOT_001_021_v2,MOTIVATION_VALUES,Q_MOT_001_021_v3,MOTIVATION_VALUES,How ready are you to build habits that maintain long-term motivation?,
exact,1,Q_MOT_001_022_v2,MOTIVATION_VALUES,Q_MOT_001_022_v3,MOTIVATION_VALUES,"If guided, how willing are you to work on improving consistency?",
exact,1,Q_MOT_001_023_v2,MOTIVATION_VALUES,Q_MOT_001_023_v3,MOTIVATION_VALUES,How strongly do you believe motivation can be trained like a skill?,
exact,1,Q_MOT_001_024_v2,MOTIVATION_VALUES,Q_MOT_001_024_v3,MOTIVATION_VALUES,"If given a weekly goal system, how likely are you to follow it?",
exact,1,Q_MOT_001_025_v2,MOTIVATION_VALUES,Q_MOT_001_025_v3,MOTIVATION_VALUES,How hopeful are you that you can maintain motivation throughout long academic cycles?,
exact,1,Q_COMM_001_021,COMMUNICATION_EXPRESSION,Q_COMM_001_021_v2,COMMUNICATION_EXPRESSION,How ready are you to actively improve your communication skills?,
exact,1,Q_LTG_001_004,LONG_TERM,Q_CAREERVISION_001_003,CAREER_READINESS,"Compared to your peers, how confident are you about your long-term career direction?",
exact,1,Q_CAREER_001_009_v5,CAREER_READINESS,Q_CAREERDIR_001_010,CAREER_READINESS,"Compared to last year, how much more uncertain do you feel about your career direction now?",
exact,1,Q_CAREER_001_009_v5,CAREER_READINESS,Q_CAREERTRANS_001_010,CAREER_GROWTH,"Compared to last year, how much more uncertain do you feel about your career direction now?",
exact,1,Q_ACAD_001_005_v2,ACADEMIC_COGNITIVE,Q_ACAD_001_020_v3,ACADEMIC_COGNITIVE,How confident are you that you can improve your academic performance over time?,
exact,1,Q_ACAD_001_005_v2,ACADEMIC_COGNITIVE,Q_STUDY_001_020_v2,DISCIPLINE_HABITS,How confident are you that you can improve your academic performance over time?,
exact,1,Q_OVR_001_001,GENERAL_CONCERN,Q_OVR_001_001_v2,GENERAL_CONCERN,How often do you find yourself overthinking simple decisions in daily life?,
exact,1,Q_OVR_001_002,GENERAL_CONCERN,Q_OVR_001_002_v2,GENERAL_CONCERN,How frequently do you replay past conversations in your mind repeatedly?,
exact,1,Q_OVR_001_003,GENERAL_CONCERN,Q_OVR_001_003_v2,GENERAL_CONCERN,Do you feel mentally exhausted due to continuous thinking and analysis?,
exact,1,Q_OVR_001_004,GENERAL_CONCERN,Q_OVR_001_004_v2,GENERAL_CONCERN,How often do you doubt your own decisions even after making them?,
exact,1,Q_OVR_001_005,GENERAL_CONCERN,Q_OVR_001_005_v2,GENERAL_CONCERN,"When planning your future, how often do you feel stuck due to too many thoughts?",
exact,1,Q_OVR_001_006,GENERAL_CONCERN,Q_OVR_001_006_v2,GENERAL_CONCERN,How stressful does overthinking feel in your daily life?,
exact,1,Q_OVR_001_007,GENERAL_CONCERN,Q_OVR_001_007_v2,GENERAL_CONCERN,How often do you lose sleep due to excessive thoughts?,
exact,1,Q_OVR_001_008,GENERAL_CONCERN,Q_OVR_001_008_v2,GENERAL_CONCERN,How often do you delay decisions because you keep analyzing too much?,
exact,1,Q_OVR_001_009,GENERAL_CONCERN,Q_OVR_001_009_v2,GENERAL_CONCERN,How much does worrying about others opinions affect your thinking?,
exact,1,Q_OVR_001_010,GENERAL_CONCERN,Q_OVR_001_010_v2,GENERAL_CONCERN,"Compared to last year, how much more do you find yourself overanalyzing situations?",
exact,1,Q_OVR_001_011,GENERAL_CONCERN,Q_OVR_001_011_v2,GENERAL_CONCERN,How often do you struggle to take action because you keep thinking of what if scenarios?,
exact,1,Q_OVR_001_012,GENERAL_CONCERN,Q_OVR_001_012_v2,GENERAL_CONCERN,How often do you second-guess yourself after completing a task?,
exact,1,Q_OVR_001_013,GENERAL_CONCERN,Q_OVR_001_013_v2,GENERAL_CONCERN,"During stressful situations, how difficult is it for you to stop overthinking?",
exact,1,Q_OVR_001_014,GENERAL_CONCERN,Q_OVR_001_014_v2,GENERAL_CONCERN,How likely are you to imagine worst-case scenarios frequently?,
exact,1,Q_OVR_001_015,GENERAL_CONCERN,Q_OVR_001_015_v2,GENERAL_CONCERN,How often do small problems turn into large mental stress due to overanalysis?,
exact,1,Q_OVR_001_016,GENERAL_CONCERN,Q_OVR_001_016_v2,GENERAL_CONCERN,"When you feel stuck in overthinking, how effectively can you shift your attention or calm your mind?",
exact,1,Q_OVR_001_017,GENERAL_CONCERN,Q_OVR_001_017_v2,GENERAL_CONCERN,"How often do you use strategies like writing, talking, or distraction to reduce overthinking?",
exact,1,Q_OVR_001_018,GENERAL_CONCERN,Q_OVR_001_018_v2,GENERAL_CONCERN,How often do you get stuck analyzing past mistakes instead of learning and moving on?,
exact,1,Q_OVR_001_019,GENERAL_CONCERN,Q_OVR_001_019_v2,GENERAL_CONCERN,"After calming yourself, how quickly do you return to clear and focused thinking?",
exact,1,Q_OVR_001_020,GENERAL_CONCERN,Q_OVR_001_020_v2,GENERAL_CONCERN,How confident are you that you can reduce overthinking with practice and awareness?,
exact,1,Q_OVR_001_021,GENERAL_CONCERN,Q_OVR_001_021_v2,GENERAL_CONCERN,How ready are you to practice habits that reduce overthinking and improve clarity?,
exact,1,Q_OVR_001_022,GENERAL_CONCERN,Q_OVR_001_022_v2,GENERAL_CONCERN,"If guidance is available, how willing are you to work on improving your thought control?",
exact,1,Q_OVR_001_023,GENERAL_CONCERN,Q_OVR_001_023_v2,GENERAL_CONCERN,How strongly do you believe that thoughts should be controlled rather than overanalyzed?,
exact,1,Q_OVR_001_024,GENERAL_CONCERN,Q_OVR_001_024_v2,GENERAL_CONCERN,"If given a simple technique to reduce overthinking, how likely are you to use it consistently?",
exact,1,Q_OVR_001_025,GENERAL_CONCERN,Q_OVR_001_025_v2,GENERAL_CONCERN,"Even if overthinking is frequent now, how hopeful are you that you can gain mental clarity over time?",
exact,1,Q_EXAM_001_024_v2,EXAMINATION_STRESS,Q_MOT_001_024_v4,MOTIVATION_VALUES,"If you had a structured plan, how likely are you to follow it consistently?",
exact,1,Q_REAL_001_001,CAREER_EXPOSURE,Q_EXP_001_001,CAREER_EXPOSURE,How confident do you feel about handling real workplace tasks (not academic assignments)?,
exact,1,Q_UNCERT_001_023_v2,THINKING_QUALITY,Q_CAR_001_023_v2,CAREER_READINESS,How strongly do you believe uncertainty is a normal part of career growth?,
exact,1,Q_REJ_001_011_v3,EMOTIONAL_RECOVERY,Q_REJ_001_011_v4,EMOTIONAL_RECOVERY,How often do you avoid applying for opportunities because you fear rejection?,
exact,1,Q_REV_001_020,STRATEGIC_PREPARATION,Q_REV_001_020_v5,STRATEGIC_PREPARATION,How confident are you that your revision strategy will improve over time?,
exact,1,Q_HEALTH_001_023,LIFESTYLE_PRESSURE,Q_HEALTH_001_023_v2,LIFESTYLE_PRESSURE,How strongly do you believe health impacts academic performance?,
exact,1,Q_ENERGY_001_021,MOTIVATION_VALUES,Q_LEARN_001_022_v3,LEARNING_ADAPTABILITY,"If given a structured plan, how likely are you to follow it consistently?",
exact,1,Q_CAREER_ANX_001_016,CAREER_READINESS,Q_ANX_001_016_v2,EMOTIONAL_REGULATION,"When you feel career anxiety, how effectively can you calm yourself?",
exact,1,Q_REIN_001_010,CAREER_GROWTH,Q_CRS_001_010,LONG_TERM,"Compared to last year, how much more pressure do you feel to reinvent yourself professionally?",
semantic,0.917,Q_HOLISTIC_001_024_v4,HOLISTIC_DEVELOPMENT,Q_WORKLIFE_001_024,HOLISTIC_DEVELOPMENT,"If you learned one practical strategy today to improve balance in your life, how likely are you to apply it consistently?","If you learned one practical strategy today to improve work-life balance, how likely are you to apply it consistently?"
semantic,0.9,Q_EXTERNALVAL_001_005,MOTIVATION_VALUES,Q_EXTERNALVAL_001_020,MOTIVATION_VALUES,"Even without external recognition, how confident are you that you can stay motivated long-term?","Even without external recognition, how confident are you that you can stay consistently motivated in the long term?"
semantic,0.9,Q_WORKHOME_001_021,HOLISTIC_DEVELOPMENT,Q_SPILL_001_021,HOLISTIC_DEVELOPMENT,How ready are you to improve your ability to separate work emotions from personal life?,How ready are you to actively improve your ability to separate work emotions from personal life?
semantic,0.875,Q_PLACE_001_023_v2,EMPLOYABILITY,Q_INTERVIEWCONF_001_023,EMPLOYABILITY,How strongly do you believe interview confidence can improve through consistent practice?,How strongly do you believe interview confidence can improve with consistent practice?
semantic,0.875,Q_ATT_001_023,DISCIPLINE_HABITS,Q_ATTSPAN_001_023,DISCIPLINE_HABITS,How strongly do you believe attention span can be improved with practice and discipline?,How strongly do you believe attention span can be improved through practice and discipline?
semantic,0.875,Q_DECISION_001_023,THINKING_QUALITY,Q_DEC_001_023_v2,THINKING_QUALITY,How strongly do you believe good decision-making improves with experience and practice?,How strongly do you believe decision-making improves with experience and practice?
semantic,0.857,Q_CAREER_001_009_v5,CAREER_READINESS,Q_CAR_001_010_v2,CAREER_READINESS,"Compared to last year, how much more uncertain do you feel about your career direction now?","Compared to last year, how much more worried are you about your career direction being uncertain?"
semantic,0.857,Q_CAREERVISION_001_016,CAREER_READINESS,Q_CAREERDIR_001_016,CAREER_READINESS,"When you feel uncertain about your career direction, how effectively can you regain clarity and focus?","When you feel uncertain about your career direction, how effectively can you regain clarity?"
semantic,0.857,Q_CAR_001_010_v2,CAREER_READINESS,Q_CAREERDIR_001_010,CAREER_READINESS,"Compared to last year, how much more worried are you about your career direction being uncertain?","Compared to last year, how much more uncertain do you feel about your career direction now?"
semantic,0.857,Q_INTERVIEW_001_023,EMPLOYABILITY,Q_INTERVIEW_001_023_v2,EMPLOYABILITY,How strongly do you believe interview confidence can improve with practice and experience?,How strongly do you believe interview confidence can improve with practice?
semantic,0.857,Q_INTERVIEWCONF_001_023,EMPLOYABILITY,Q_INTERVIEW_001_023_v2,EMPLOYABILITY,How strongly do you believe interview confidence can improve with consistent practice?,How strongly do you believe interview confidence can improve with practice?
semantic,0.857,Q_EMC_001_023,EMOTIONAL_REGULATION,Q_EMO_001_023_v7,EMOTIONAL_REGULATION,How strongly do you believe emotional stability can be improved with practice and experience?,How strongly do you believe emotional stability can be improved with experience?
semantic,0.857,Q_FOCUS_001_017,DISCIPLINE_HABITS,Q_ATTSPAN_001_017,DISCIPLINE_HABITS,"How often do you use strategies like breaks, planning, or timers to improve focus?",How often do you use strategies (like breaks or planning) to improve your focus?
semantic,0.857,Q_REJ_001_014_v3,EMOTIONAL_RECOVERY,Q_REJ_001_014_v4,EMOTIONAL_RECOVERY,How likely are you to compare yourself negatively with others after rejection?,How likely are you to compare yourself negatively with others after facing rejection?
semantic,0.833,Q_CAREERUNCERT_001_024,CAREER_READINESS,Q_CAREERAMB_001_024,CAREER_READINESS,"If you learned one practical strategy today to manage career uncertainty better, how likely are you to apply it consistently?","If you learned one practical strategy to manage career uncertainty, how likely are you to apply it consistently?"
semantic,0.833,Q_INTERVIEW_001_021_v3,EMPLOYABILITY,Q_PLAC_001_023,EMPLOYABILITY,How strongly do you believe you can improve your interview skills with practice?,Do you believe you can improve your interview skills with practice?
semantic,0.833,Q_BURNOUT_001_012_v2,EMOTIONAL_REGULATION,Q_BURNOUT_001_011_v3,EMOTIONAL_REGULATION,How often do you continue studying even when you know you are mentally exhausted?,How often do you continue studying even when you feel mentally exhausted?
semantic,0.833,Q_EMO_001_013_v4,EMOTIONAL_REGULATION,Q_EMO_001_003_v6,EMOTIONAL_REGULATION,How often do you compare your progress with others and feel emotionally affected?,"When you compare your career progress with others, how emotionally affected do you feel?"
semantic,0.833,Q_CORP_001_014,WORKPLACE_ADAPTATION,Q_CAM_001_014,WORKPLACE_ADAPTATION,How likely are you to feel intimidated by senior professionals or managers?,How likely are you to feel intimidated by senior professionals or managers in a workplace?
semantic,0.833,Q_TIME_001_020_v2,DISCIPLINE_HABITS,Q_TIME_001_020_v3,DISCIPLINE_HABITS,How confident are you that you can improve your time management skills?,How confident are you that you can improve your time management skills with practice?
semantic,0.833,Q_SELFDISC_001_020,DISCIPLINE_HABITS,Q_DISC_001_020,DISCIPLINE_HABITS,How confident are you that you can build strong daily discipline over time?,How confident are you that you can build strong discipline over time?
semantic,0.833,Q_SELFDISC_001_021,DISCIPLINE_HABITS,Q_DISC_001_021,DISCIPLINE_HABITS,How ready are you to actively improve your daily discipline habits?,How ready are you to improve your daily discipline habits?
semantic,0.833,Q_REJ_001_025_v2,EMOTIONAL_RECOVERY,Q_REC_001_020,EMOTIONAL_RECOVERY,"After facing rejection, how hopeful do you feel about future opportunities?","After rejection, how hopeful do you feel about future opportunities?"
semantic,0.833,Q_STAGCONF_005,LEARNING_ADAPTABILITY,Q_STAG_001_025,LEARNING_ADAPTABILITY,"If progress is slow, how confident are you that you will eventually succeed?","Even if progress is slow, how confident are you that you will eventually succeed?"
semantic,0.833,Q_DECISION_001_019_v2,THINKING_QUALITY,Q_DEC_001_019_v2,THINKING_QUALITY,"After making a quick decision, how often do you feel confident about it?","After making a quick decision, how confident do you feel about the outcome?"
semantic,0.833,Q_MOT_001_024_v4,MOTIVATION_VALUES,Q_ENERGY_001_021,MOTIVATION_VALUES,"If you had a structured plan, how likely are you to follow it consistently?","If given a structured plan, how likely are you to follow it consistently?"
semantic,0.833,Q_FAM_001_014,ADJUSTMENT_COPING,Q_FAM_001_015_v3,ADJUSTMENT_COPING,How comfortable are you expressing disagreement with your family about your career?,How comfortable are you expressing disagreement with your family about career choices?
semantic,0.833,Q_HOLISTIC_001_024,HOLISTIC_DEVELOPMENT,Q_HOLISTIC_001_024_v4,HOLISTIC_DEVELOPMENT,"If you learned one practical strategy today to improve balance in your preparation, how likely are you to apply it consistently?","If you learned one practical strategy today to improve balance in your life, how likely are you to apply it consistently?"
semantic,0.833,Q_DIG_001_012_v2,LIFESTYLE_PRESSURE,Q_SCREEN_001_008,LIFESTYLE_PRESSURE,How often do you check your phone without a specific reason while studying?,How often do you check your phone without a specific reason?
semantic,0.833,Q_DIG_001_012_v3,LIFESTYLE_PRESSURE,Q_SCREEN_001_008,LIFESTYLE_PRESSURE,How often do you check your phone without a specific reason while studying?,How often do you check your phone without a specific reason?