concern_id,concern_name,concern_category,assigned,confidence,suggested
CONCERN_LEA_1229,Institutional Innovation Readiness,Institutional Innovation Blindness,Problem,0.92,Capability
CONCERN_ACA_1232,Build Institutional Reflective Teaching Practices,Reflective Teaching Weakness,Problem,0.92,Capability
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Decision Competency Visibility Weakness,Problem,0.92,Capability
CONCERN_EMO_1236,Build Institution-Wide Ownership Culture,Institutional Ownership Weakness,Problem,0.92,Capability
CONCERN_LEA_1237,Institutional Readiness for Future Careers,Future Career Readiness Blindness,Problem,0.92,Capability
CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,Self-Learning Visibility Weakness,Problem,0.92,Capability
CONCERN_COM_1239,Institutional Psychological Safety for Expression,Psychological Expression Safety Blindness,Problem,0.92,Capability
CONCERN_COM_1240,"Holistic Visibility into Institutional Emotional, Academic, and Leadership Ecosystems",Institutional Ecosystem Blindness,Problem,0.92,Capability
CONCERN_SOC_1243,School-Wide Growth Mindset Development,Growth Mindset Blindness,Problem,0.92,Capability
CONCERN_COM_1245,Institutional Leadership Pipeline Readiness,Leadership Pipeline Blindness,Problem,0.92,Capability
CONCERN_FAC_1250,Visibility into Student Adaptability During Curriculum Changes,Curriculum Adaptation Blindness,Problem,0.92,Capability
CONCERN_THI_1252,Measure Student Ownership in Collaborative Learning,Collaborative Ownership Blindness,Problem,0.92,Capability
CONCERN_MOT_1256,Build Institution-Wide Self-Learning Culture,Self-Learning Culture Weakness,Problem,0.92,Capability
CONCERN_EMO_1258,Visibility into Institutional Future Leadership Competency Trends,Future Leadership Visibility Deficit,Problem,0.92,Capability
CONCERN_HOL_1260,"Holistic Integration of Institutional Intelligence Across Academics, Wellbeing, Leadership, Motivation, and Future Readiness",Institutional Intelligence Fragmentation,Behavior,0.92,Capability
CONCERN_LEA_1263,Conceptual Understanding Institutionally,Conceptual Clarity Visibility Weakness,Problem,0.92,Capability
CONCERN_STU_1265,Aligning Curriculum Delivery with Competency Outcomes,Curriculum-Competency Disconnect,Problem,0.92,Capability
CONCERN_COL_1273,Instructional Adaptability Across Teachers,Pedagogical Adaptability Blindness,Problem,0.92,Capability
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Academic Delivery Ecosystem Fragmentation,Behavior,0.92,Capability
CONCERN_SUB_1360,reading comprehension skills,Comprehension Gap,Problem,0.92,Capability
CONCERN_SOC_1299,Tracking Student Adaptability During Transitions,Adaptability Tracking Weakness,Problem,0.92,Capability
CONCERN_STA_1305,Student Goal Clarity and Direction,Goal Clarity Visibility Weakness,Problem,0.92,Capability
CONCERN_MOT_1308,Measure Student Ownership and Accountability Trends,Accountability Visibility Weakness,Problem,0.92,Capability
CONCERN_SOC_1314,Visibility into Student Self-Learning Capability,Self-Learning Blindness,Problem,0.92,Capability
CONCERN_EMO_1316,"Holistic Integration of Academic Progress, Emotional Wellbeing, Intervention Effectiveness, and Future Readiness",Student Success Intelligence Fragmentation,Behavior,0.92,Capability
CONCERN_HOL_1317,Real Employability Readiness Across Students,Employability Visibility Blindness,Problem,0.92,Capability
CONCERN_EMP_1318,Visibility into Student Career Direction Clarity,Career Clarity Blindness,Problem,0.92,Capability
CONCERN_CAR_1319,Detecting Communication Readiness for Interviews,Communication Readiness Blindness,Problem,0.92,Capability
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Aptitude Readiness Blindness,Problem,0.92,Capability
CONCERN_THI_1323,Aligning Student Skills with Market Demand Trends,Skill-Market Misalignment,Problem,0.92,Capability
CONCERN_PLA_1325,Student Adaptability for Dynamic Careers,Career Adaptability Blindness,Problem,0.92,Capability
CONCERN_ADA_1326,Visibility into Internship Readiness Across Students,Internship Readiness Blindness,Problem,0.92,Capability
CONCERN_CAR_1329,Leadership and Teamwork Readiness,Leadership Readiness Blindness,Problem,0.92,Capability
CONCERN_LEA_1330,Visibility into Student Professional Discipline and Reliability,Professional Discipline Blindness,Problem,0.92,Capability
CONCERN_EMP_1334,Visibility into Industry-Specific Skill Readiness,Industry-Specific Skill Blindness,Problem,0.92,Capability
CONCERN_TAL_1336,Measure Real Workplace Readiness Beyond Academics,Workplace Readiness Blindness,Problem,0.92,Capability
CONCERN_WOR_1337,Student Networking and Relationship-Building Readiness,Networking Readiness Blindness,Problem,0.92,Capability
CONCERN_EMO_1341,Student Readiness for Entrepreneurial Careers,Entrepreneurship Readiness Blindness,Problem,0.92,Capability
CONCERN_LAN_1361,academic goal clarity,Goal Ambiguity,Problem,0.92,Capability
CONCERN_ORG_1344,Measure Student Emotional Resilience During Career Uncertainty,Career Uncertainty Blindness,Problem,0.92,Capability
CONCERN_EMO_1345,Long-Term Career Sustainability Readiness,Long-Term Career Blindness,Problem,0.92,Capability
CONCERN_CAR_1346,"Holistic Integration of Employability, Emotional Stability, Career Direction, and Workplace Readiness",Career Readiness Ecosystem Fragmentation,Behavior,0.92,Capability
CONCERN_ACA_1351,conceptual clarity in STEM subjects,Conceptual Weakness,Problem,0.92,Capability
CONCERN_STU_1369,problem-solving ability,Applied Learning Gap,Problem,0.92,Capability
CONCERN_STU_1374,curiosity-driven learning,Curiosity Deficit,Problem,0.92,Capability
CONCERN_ACA_1377,career clarity after Class 10/12,Career Ambiguity,Problem,0.92,Capability
CONCERN_CAR_1379,understanding of emerging careers,Career Exposure Gap,Problem,0.92,Capability
CONCERN_CAR_1383,awareness about skill requirements,Employability Gap,Problem,0.92,Capability
CONCERN_HIG_1388,career planning timeline management,Planning Failure,Outcome,0.92,Capability
CONCERN_WOR_1391,clarity about career progression ladders,Progression Blindness,Problem,0.92,Capability
CONCERN_CAR_1397,resilience after career setbacks,Setback Recovery Risk,Risk,0.92,Capability
CONCERN_CAR_1403,understanding of entrepreneurship pathways,Entrepreneurship Blind Spot,Problem,0.92,Capability
CONCERN_ENT_1404,career adaptability during market shifts,Career Rigidity,Trait,0.92,Capability
CONCERN_TRA_1407,self-discipline in daily routines,Discipline Breakdown,Outcome,0.92,Capability
CONCERN_PER_1411,resilience after setbacks,Resilience Deficit,Problem,0.92,Capability
CONCERN_MAT_1423,long-term personal vision,Directionless Growth,Problem,0.4,Capability
CONCERN_PER_1426,ethical judgment and integrity awareness,Integrity Risk,Risk,0.92,Capability
CONCERN_EMO_1428,curiosity and self-driven learning,Curiosity Deficit,Problem,0.92,Capability
CONCERN_INT_1429,leadership and team collaboration,Leadership Readiness Gap,Problem,0.8,Capability
CONCERN_EMO_1433,digital behaviour and online discipline,Digital Behaviour Risk,Risk,0.92,Capability
CONCERN_DEC_1436,ownership for personal growth,Ownership Deficit,Problem,0.92,Capability
CONCERN_LEA_1438,study discipline,Discipline Deficit,Problem,0.92,Capability
CONCERN_REC_1447,ownership toward learning,Accountability Gap,Problem,0.92,Capability
CONCERN_FEE_1450,collaboration in group activities,Collaboration Deficit,Problem,0.92,Capability
CONCERN_LIF_1454,curiosity-driven engagement,Curiosity Suppression,Behavior,0.92,Capability
CONCERN_IND_1458,resilience under competitive environments,Competitive Fatigue,Outcome,0.92,Capability
CONCERN_LEA_1478,adapting leadership style across situations,Leadership Rigidity,Trait,0.92,Capability
CONCERN_PRO_1485,vision and long-term thinking,Strategic Blindness,Problem,0.92,Capability
CONCERN_LEA_1487,adaptability in multicultural or diverse teams,Diversity Adjustment Gap,Problem,0.92,Capability
CONCERN_INC_1488,listening skills affecting leadership growth,Listening Deficit,Problem,0.92,Capability
CONCERN_CON_1490,adaptability during failures or setbacks,Recovery Fragility,Risk,0.92,Capability
CONCERN_LEA_1493,Emotional impulsiveness affecting leadership image,Emotional Reactivity,Behavior,0.92,Capability
CONCERN_LEA_1497,awareness about personal strengths,Identity Awareness Gap,Problem,0.92,Capability
CONCERN_IDE_1500,self-confidence despite capability,Confidence Deficit,Problem,0.92,Capability
CONCERN_EMO_1502,understanding personality traits,Personality Blind Spot,Problem,0.92,Capability
CONCERN_IDE_1504,clarity about long-term goals,Goal Ambiguity,Problem,0.92,Capability
CONCERN_ASP_1505,emotional self-awareness,Emotional Blindness,Problem,0.92,Capability
CONCERN_GRO_1509,understanding personal values,Value Ambiguity,Problem,0.92,Capability
CONCERN_SEL_1511,awareness about behavioral patterns,Behavioral Blindness,Problem,0.92,Capability
CONCERN_SOC_1515,resilience after setbacks,Resilience Deficit,Problem,0.92,Capability
CONCERN_PER_1518,adaptability to changing environments,Adaptability Weakness,Problem,0.92,Capability
CONCERN_PUR_1522,self-discipline and accountability,Self-Management Deficit,Problem,0.92,Capability
CONCERN_COG_1525,ownership over personal growth,Ownership Deficit,Problem,0.92,Capability
CONCERN_IDE_1527,awareness about personal strengths,Identity Awareness Gap,Problem,0.92,Capability
CONCERN_EMO_1531,understanding natural learning style,Learning Style Disconnect,Problem,0.92,Capability
CONCERN_COG_1532,self-confidence despite capability,Confidence Suppression,Behavior,0.92,Capability
CONCERN_BEH_1534,clarity about intrinsic motivations,Motivation Disconnect,Problem,0.92,Capability
CONCERN_EMO_1536,understanding of emotional triggers,Emotional Trigger Blindness,Problem,0.92,Capability
CONCERN_SEL_1541,clarity about personal values,Values Ambiguity,Problem,0.92,Capability
CONCERN_SEL_1545,ownership for personal growth,Accountability Deficit,Problem,0.92,Capability
CONCERN_PER_1547,Inconsistent self-discipline affecting growth,Discipline Instability,Problem,0.92,Capability
CONCERN_PER_1549,resilience after setbacks,Recovery Fragility,Risk,0.92,Capability
CONCERN_COG_1554,emotional resilience in social situations,Social Fragility,Risk,0.92,Capability
CONCERN_CAR_1566,awareness about emerging career possibilities,Exposure Gap,Problem,0.92,Capability
CONCERN_CAR_1579,self-discipline impacting career goals,Execution Instability,Problem,0.92,Capability
CONCERN_CAR_1583,clarity about personal work style preferences,Workstyle Ambiguity,Problem,0.92,Capability
CONCERN_CAR_1587,awareness about personal learning style,Learning Identity Gap,Problem,0.92,Capability
CONCERN_MET_1591,understanding of attention span limitations,Attention Mismanagement,Problem,0.92,Capability
CONCERN_LEA_1594,understanding personal motivation triggers,Motivation Blind Spot,Problem,0.92,Capability
CONCERN_SEL_1596,awareness about learning blockers,Learning Barrier Blindness,Problem,0.92,Capability
CONCERN_LEA_1603,curiosity-driven self-learning,Curiosity Suppression,Behavior,0.92,Capability
CONCERN_EXP_1604,understanding personal problem-solving style,Problem-Solving Blind Spot,Problem,0.92,Capability
CONCERN_SEL_1607,understanding of multitasking limitations,Cognitive Overload Risk,Risk,0.92,Capability
CONCERN_ATT_1608,differentiating interest from competency,Interest-Competency Mismatch,Problem,0.43,Capability
CONCERN_SEL_1609,awareness about communication strengths,Communication Blind Spot,Problem,0.92,Capability
CONCERN_EMO_1611,awareness of long-term competency development,Long-Term Growth Blindness,Problem,0.92,Capability
CONCERN_LEA_1613,reflecting on collaborative learning skills,Collaboration Awareness Gap,Problem,0.92,Capability
CONCERN_PRO_1615,assessing readiness for higher-level learning,Readiness Misjudgment,Problem,0.92,Capability
CONCERN_SEL_1630,clarity about long-term personal growth,Growth Direction Gap,Problem,0.92,Capability
CONCERN_SEL_1632,awareness of emotional triggers,Emotional Trigger Blindness,Problem,0.92,Capability
CONCERN_EMO_1638,ownership for personal performance,Accountability Deficit,Problem,0.92,Capability
CONCERN_INT_1642,understanding of personal learning style,Learning Style Blindness,Problem,0.92,Capability
CONCERN_FOU_1675,Independent Learning Ability,Independent Learning,Problem,0.4,Capability
CONCERN_DIS_1678,Goal Setting Ability,Goal Setting,Problem,0.4,Capability
CONCERN_ACA_1700,Vocabulary Development,Vocabulary Development,Problem,0.4,Capability
CONCERN_ANA_1713,Logical Sequencing Ability,Logical Sequencing,Problem,0.4,Capability
CONCERN_COM_1730,Understanding Real-World Relevance of Subjects,Academic Disconnect,Problem,0.92,Capability
CONCERN_ADJ_1749,Discipline,Discipline Instability,Problem,0.92,Capability
CONCERN_ACA_1768,Problem-Solving Skills,Problem Solving Deficit,Problem,0.92,Capability
CONCERN_COM_1786,Conversational Skills,Conversational Weakness,Problem,0.92,Capability
CONCERN_CON_1795,Curiosity,Curiosity Deficit,Problem,0.92,Capability
CONCERN_EXA_1813,Decision-Making Skills,Decision Weakness,Problem,0.92,Capability
CONCERN_EXA_1826,Self-Awareness,Self-Awareness Deficit,Problem,0.92,Capability
CONCERN_EXA_1833,Career Awareness,Career Awareness Gap,Problem,0.92,Capability
CONCERN_ACA_1836,Financial Awareness,Financial Illiteracy,Problem,0.92,Capability
CONCERN_SOC_1846,Leadership Confidence,Leadership Hesitation,Behavior,0.92,Capability
CONCERN_CON_1864,Listening Skills,Listening Deficit,Problem,0.92,Capability
CONCERN_SOC_1878,Adaptability to Failure,Failure Intolerance,Problem,0.92,Capability
CONCERN_SOC_1922,Child Developing Negative Self-Talk,Negative Internal Dialogue,Problem,0.4,Capability
CONCERN_ACA_1932,Conceptual Understanding,Conceptual Weakness,Problem,0.92,Capability
CONCERN_FOU_1933,Problem-Solving Ability,Problem-Solving Deficit,Problem,0.92,Capability
CONCERN_ACA_1937,Retention Ability,Memory Retention Deficit,Problem,0.92,Capability
CONCERN_ACA_1939,Communication Skills,Communication Weakness,Problem,0.92,Capability
CONCERN_DIS_1943,Self-Discipline,Discipline Instability,Problem,0.92,Capability
CONCERN_MOT_1946,Curiosity & Exploration,Curiosity Deficit,Problem,0.92,Capability
CONCERN_ACA_1948,Vocabulary Development,Vocabulary Deficit,Problem,0.92,Capability
CONCERN_THI_1952,Understanding Science Concepts,Science Concept Gaps,Problem,0.92,Capability
CONCERN_ACA_1953,Writing Skills,Writing Deficit,Problem,0.92,Capability
CONCERN_COM_1954,Presentation Skills,Presentation Anxiety,Problem,0.92,Capability
CONCERN_CLA_1956,Collaboration Skills,Teamwork Deficit,Problem,0.92,Capability
CONCERN_SOC_1957,Adaptability to New Learning Methods,Learning Rigidity,Trait,0.92,Capability
CONCERN_EXA_1965,Decision-Making Skills,Decision Instability,Problem,0.92,Capability
CONCERN_THI_1966,Career Awareness,Career Awareness Deficit,Problem,0.92,Capability
CONCERN_ACA_1967,Leadership Potential,Leadership Hesitation,Behavior,0.92,Capability
CONCERN_LEA_1968,Digital Learning Discipline,Digital Discipline Weakness,Problem,0.92,Capability
CONCERN_LIF_1969,Research & Exploration Skills,Research Deficit,Problem,0.92,Capability
CONCERN_ACA_1973,Note-Making Skills,Note Structuring Weakness,Problem,0.92,Capability
CONCERN_ACA_1974,Academic Ownership,Academic Dependency,Trait,0.92,Capability
CONCERN_MOT_1975,Competitive Readiness,Competitive Preparedness Deficit,Problem,0.92,Capability
CONCERN_COM_1976,Listening Skills in Classroom,Listening Deficit,Problem,0.92,Capability
CONCERN_LEA_1979,Creativity & Innovation Skills,Creativity Deficit,Problem,0.92,Capability
CONCERN_CON_1981,Sequential Thinking Skills,Sequential Reasoning Weakness,Problem,0.92,Capability
CONCERN_MOT_1986,Adaptability to Academic Changes,Adaptation Difficulty,Problem,0.92,Capability
CONCERN_ACA_1989,Subject Prioritization Skills,Subject Prioritization Deficit,Problem,0.92,Capability
CONCERN_ADJ_1991,Learning Persistence,Persistence Weakness,Problem,0.92,Capability
CONCERN_MOT_1992,Academic Ownership,Ownership Deficit,Problem,0.92,Capability
CONCERN_CON_2003,Competitive Awareness,Competitive Awareness Deficit,Problem,0.92,Capability
CONCERN_COM_2007,Data Interpretation Skills,Data Interpretation Weakness,Problem,0.92,Capability
CONCERN_THI_2008,Understanding Teacher Expectations,Expectation Interpretation Difficulty,Problem,0.92,Capability
CONCERN_EXA_2012,Pattern Recognition Skills,Pattern Recognition Weakness,Problem,0.92,Capability
CONCERN_EXA_2015,Understanding Abstract Theories,Abstract Understanding Difficulty,Problem,0.92,Capability
CONCERN_ACA_2016,Comparative Analysis Skills,Comparative Reasoning Deficit,Problem,0.92,Capability
CONCERN_EXA_2018,Self-Correction Ability,Self-Correction Deficit,Problem,0.92,Capability
CONCERN_THI_2022,Reflective Thinking Skills,Reflection Deficit,Problem,0.92,Capability
CONCERN_COM_2024,Practical Experiment Understanding,Practical STEM Deficit,Problem,0.92,Capability
CONCERN_EXA_2030,Long-Term Academic Planning,Long-Term Planning Deficit,Problem,0.92,Capability
CONCERN_DIS_2034,Concept Visualization Skills,Visualization Weakness,Problem,0.92,Capability
CONCERN_LEA_2048,Learning Ownership During Group Tasks,Group Ownership Deficit,Problem,0.92,Capability
CONCERN_EXA_2054,Error Detection Skills,Error Detection Deficit,Problem,0.92,Capability
CONCERN_THI_2055,Building Long-Term Academic Momentum,Momentum Instability,Problem,0.92,Capability
CONCERN_ACA_2062,Self-Evaluation Skills,Self-Assessment Weakness,Problem,0.92,Capability
CONCERN_ACA_2067,Understanding Examination Patterns,Exam Pattern Awareness Deficit,Problem,0.92,Capability
CONCERN_EXA_2068,Adaptive Problem-Solving Skills,Adaptive Problem-Solving Deficit,Problem,0.92,Capability
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Strategic Elimination Weakness,Problem,0.92,Capability
CONCERN_EXA_2071,Building Conceptual Depth,Conceptual Depth Deficit,Problem,0.92,Capability
CONCERN_CON_2073,Learning Discipline During Holidays,Holiday Discipline Weakness,Problem,0.92,Capability
CONCERN_DIS_2074,Concept Simplification Ability,Simplification Deficit,Problem,0.92,Capability
CONCERN_DIS_2085,Adaptability to Competitive Peer Groups,Peer Adaptation Difficulty,Problem,0.92,Capability
CONCERN_DIS_2093,Curiosity in Practical Learning,Practical Curiosity Deficit,Problem,0.92,Capability
CONCERN_LEA_2096,Understanding Interdisciplinary Concepts,Interdisciplinary Confusion,Problem,0.92,Capability
CONCERN_MOT_2100,Learning Reflection Skills,Reflection Weakness,Problem,0.92,Capability
CONCERN_SEL_2101,Understanding NCERT-Based Conceptual Questions,NCERT Conceptual Interpretation Difficulty,Problem,0.92,Capability
CONCERN_LEA_2105,Classroom Observation Skills,Observation Deficit,Problem,0.92,Capability
CONCERN_ADJ_2110,Adaptability to New Teachers,Teacher Adaptation Difficulty,Problem,0.92,Capability
CONCERN_INT_2113,Balancing Academic and Skill-Based Learning,Academic-Skill Balance Difficulty,Problem,0.92,Capability
CONCERN_ADJ_2114,Adaptation to Competency-Based Education,Competency Adaptation Deficit,Problem,0.92,Capability
CONCERN_CLA_2119,Helping Students Build Study Discipline,Discipline Development Difficulty,Problem,0.92,Capability
CONCERN_COM_2127,Building Student Curiosity,Curiosity Activation Difficulty,Problem,0.92,Capability
CONCERN_MOT_2135,Building Conceptual Clarity in Large Classrooms,Conceptual Clarity Delivery Difficulty,Problem,0.92,Capability
CONCERN_ACA_2147,Building Collaborative Learning Culture,Team-Based Learning Resistance,Behavior,0.92,Capability
CONCERN_COM_2151,Holistic Student Development,Holistic Development Coordination Difficulty,Problem,0.92,Capability
CONCERN_CLA_2154,Building Student Ownership of Learning,Learning Ownership Weakness,Problem,0.92,Capability
CONCERN_ACA_2160,Building Inquiry-Based Learning Culture,Inquiry Culture Weakness,Problem,0.92,Capability
CONCERN_EXA_2187,Building Student Confidence in Oral Examinations,Oral Examination Anxiety,Problem,0.92,Capability
CONCERN_COM_2174,Building Student Adaptability in Dynamic Learning Environments,Learning Adaptability Weakness,Problem,0.92,Capability
CONCERN_COM_2176,Building Holistic Classroom Wellbeing,Classroom Wellbeing Coordination Difficulty,Problem,0.92,Capability
CONCERN_ACA_2178,Managing Students Who Memorize Without Understanding,Surface Learning Dependency,Trait,0.92,Capability
CONCERN_MOT_2480,Academic Ownership,Academic Ownership Deficit,Problem,0.92,Capability
CONCERN_CLA_2191,Improving Student Note-Taking Quality,Note-Taking Weakness,Problem,0.92,Capability
CONCERN_EXA_2209,Improving Student Accuracy in Calculations,Calculation Accuracy Deficit,Problem,0.92,Capability
CONCERN_COM_2213,Supporting Students with Low Academic Persistence,Academic Persistence Weakness,Problem,0.92,Capability
CONCERN_MOT_2231,Helping Students Maintain Long-Term Academic Discipline,Long-Term Discipline Weakness,Problem,0.92,Capability
CONCERN_EXA_2235,Supporting Students with Low Academic Curiosity,Academic Curiosity Deficit,Problem,0.92,Capability
CONCERN_THI_2237,Helping Students Build Exam Confidence,Exam Confidence Weakness,Problem,0.92,Capability
CONCERN_EXA_2249,Helping Students Develop Structured Thinking,Structured Reasoning Weakness,Problem,0.92,Capability
CONCERN_SEL_2255,Helping Students Build Independent Revision Strategies,Independent Revision Weakness,Problem,0.92,Capability
CONCERN_COM_2267,Helping Students Build Analytical Writing Skills,Analytical Writing Weakness,Problem,0.92,Capability
CONCERN_EXA_2279,Helping Students Maintain Learning Discipline in Hybrid Learning Models,Hybrid Discipline Weakness,Problem,0.92,Capability
CONCERN_INT_2291,Helping Students Build Sustainable Study Habits,Sustainable Discipline Weakness,Problem,0.92,Capability
CONCERN_EXA_2297,Helping Students Build Long-Term Learning Identity,Learning Identity Weakness,Problem,0.92,Capability
CONCERN_ADJ_2301,Building a Balanced Academic & Emotional Classroom Ecosystem,Classroom Balance Weakness,Problem,0.92,Capability
CONCERN_ACA_2325,Child Showing Reduced Curiosity Toward Learning,Curiosity Decline,Outcome,0.92,Capability
CONCERN_SOC_2330,Building Academic Independence,Academic Dependency,Trait,0.92,Capability
CONCERN_ACA_2338,Conceptual Understanding Despite Repeated Teaching,Conceptual Understanding Deficit,Problem,0.92,Capability
CONCERN_ACA_2343,Adapting Students to Competency-Based Learning,Competency Adaptation Difficulty,Problem,0.92,Capability
CONCERN_ACA_2345,Independent Learning Ability Among Students,Independent Learning Weakness,Problem,0.92,Capability
CONCERN_ACA_2432,Curiosity About Future Career Possibilities,Career Curiosity Deficit,Problem,0.92,Capability
CONCERN_SOC_2373,Trust Building Among Students,Trust Formation Weakness,Problem,0.92,Capability
CONCERN_SOC_2375,Understanding Emotional Needs of Peers,Peer Emotional Awareness Deficit,Problem,0.92,Capability
CONCERN_SOC_2377,Collaboration During Academic Tasks,Academic Collaboration Weakness,Problem,0.92,Capability
CONCERN_SOC_2379,Emotional Resilience During Peer Competition,Competitive Emotional Fragility,Risk,0.92,Capability
CONCERN_SOC_2392,Motivation Persistence During Long-Term Preparation,Motivation Persistence Weakness,Problem,0.92,Capability
CONCERN_MOT_2401,Building Long-Term Academic Commitment,Academic Commitment Instability,Problem,0.92,Capability
CONCERN_DIS_2403,Daily Academic Planning Habits,Daily Planning Weakness,Problem,0.92,Capability
CONCERN_LIF_2408,Sleep Discipline Affecting Academic Performance,Sleep Discipline Weakness,Problem,0.92,Capability
CONCERN_HOL_2479,Learning Persistence,Learning Persistence Weakness,Problem,0.92,Capability
CONCERN_LIF_2418,Building Healthy Academic Habits Early,Early Habit Instability,Problem,0.92,Capability
CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,Academic Direction Dependency,Trait,0.92,Capability
CONCERN_ACA_2425,Building Self-Driven Career Exploration,Career Exploration Weakness,Problem,0.92,Capability
CONCERN_ACA_2435,Developing Meaningful Academic Aspirations,Aspirational Clarity Weakness,Problem,0.92,Capability
CONCERN_ACA_2437,Alignment Between Academic Effort and Career Vision,Effort-Vision Disconnect,Problem,0.92,Capability
CONCERN_ACA_2439,Decision-Making Confidence During Career Planning,Career Decision Anxiety,Problem,0.92,Capability
CONCERN_ACA_2444,Helping Students Build Independent Identity Thinking,Identity Dependency,Trait,0.92,Capability
CONCERN_ACA_2446,Clarity About Personal Learning Preferences,Learning Preference Ambiguity,Problem,0.92,Capability
CONCERN_ACA_2448,Building Internal Motivation Beyond Rewards,External Reward Dependency,Trait,0.92,Capability
CONCERN_ACA_2450,Build Purpose-Oriented Academic Plans,Purpose-Oriented Planning Weakness,Problem,0.92,Capability
CONCERN_SEL_2459,Helping Students Develop Consistent Revision Discipline,Revision Consistency Weakness,Problem,0.92,Capability
CONCERN_EXA_2465,Helping Students Build Sustainable Academic Habits,Sustainable Discipline Weakness,Problem,0.92,Capability
CONCERN_ACA_2469,Sequential Thinking Skills,Sequential Thinking Weakness,Problem,0.92,Capability
CONCERN_MOT_2474,Adaptability to Academic Changes,Academic Adaptability Weakness,Problem,0.92,Capability
CONCERN_ACA_2477,Subject Prioritization Skills,Subject Prioritization Weakness,Problem,0.92,Capability